VTS;2009-01-02 20:46:00;2009-01-02 20:54:00;2;0.88;(-73.974778000000001,40.756945000000002);;;(-73.980076999999994,40.764052999999997);CASH;5.7000000000000002;0.5;;0;0;6.2000000000000002
VTS;2009-01-30 08:22:00;2009-01-30 08:31:00;1;1.03;(-73.961646999999999,40.773912000000003);;;(-73.969070000000002,40.761164999999998);CASH;6.0999999999999996;0;;0;0;6.0999999999999996
VTS;2009-01-30 00:58:00;2009-01-30 00:58:00;1;0.57999999999999996;(-73.978048000000001,40.745649999999998);;;(-73.985519999999994,40.745418000000001);Credit;3.7000000000000002;0.5;;2;0;6.2000000000000002
VTS;2009-01-29 21:43:00;2009-01-29 21:39:00;1;0.54000000000000004;(-73.957656999999998,40.717928000000001);;;(-73.951106999999993,40.723888000000002);CASH;3.7000000000000002;0.5;;0;0;4.2000000000000002
VTS;2009-01-03 01:32:00;2009-01-03 01:39:00;5;1.3400000000000001;(-74.003219999999999,40.743352999999999);;;(-73.980959999999996,40.734118000000002);CASH;6.9000000000000004;0.5;;0;0;7.4000000000000004
VTS;2009-01-29 13:45:00;2009-01-29 13:52:00;1;0.10000000000000001;(-73.978369999999998,40.762827000000001);;;(-73.982172000000006,40.773806999999998);CASH;5.7000000000000002;0;;0;0;5.7000000000000002
VTS;2009-01-03 22:31:00;2009-01-03 22:46:00;1;3.8900000000000001;(-73.993268,40.692577999999997);;;(-74.001942,40.733808000000003);CASH;12.5;0.5;;0;0;13
VTS;2009-01-30 02:58:00;2009-01-30 03:09:00;1;2.04;(-74.002521999999999,40.750117000000003);;;(-73.975357000000002,40.735523000000001);CASH;8.0999999999999996;0.5;;0;0;8.5999999999999996
VTS;2009-01-03 01:40:00;2009-01-03 01:44:00;1;0.96999999999999997;(-73.988635000000002,40.765155);;;(-73.980905000000007,40.768357999999999);CASH;4.9000000000000004;0.5;;0;0;5.4000000000000004
VTS;2009-01-03 02:25:00;2009-01-03 02:35:00;1;3.29;(-73.949100000000001,40.781782999999997);;;(-73.985159999999993,40.756977999999997);CASH;9.6999999999999993;0.5;;0;0;10.199999999999999
VTS;2009-01-03 13:35:00;2009-01-03 13:48:00;2;2.8500000000000001;(-73.977648000000002,40.784005000000001);;;(-73.975426999999996,40.754187000000002);CASH;10.1;0;;0;0;10.1
