VTS;2009-01-22 13:48:00;2009-01-22 13:56:00;5;1.24;(-74.000012999999996,40.718646999999997);;;(-73.984492000000003,40.723996999999997);CASH;6.5;0;;0;0;6.5
VTS;2009-01-02 06:58:00;2009-01-02 07:01:00;1;1.1499999999999999;(-73.981121999999999,40.741385000000001);;;(-73.970883000000001,40.755450000000003);CASH;4.5;0;;0;0;4.5
VTS;2009-01-22 14:35:00;2009-01-22 14:39:00;1;0.57999999999999996;(-74.001862000000003,40.728427000000003);;;(-73.998457999999999,40.735165000000002);CASH;4.0999999999999996;0;;0;0;4.0999999999999996
VTS;2009-01-13 08:29:00;2009-01-13 08:34:00;5;0.80000000000000004;(-74.000929999999997,40.742395000000002);;;(-73.988901999999996,40.740254999999998);CASH;4.5;0;;0;0;4.5
VTS;2009-01-26 20:07:00;2009-01-26 20:27:00;1;4.7300000000000004;(-73.967730000000003,40.792973000000003);;;(-73.984063000000006,40.748967);Credit;14.1;0.5;;1.3899999999999999;0;15.99
VTS;2009-01-27 01:06:00;2009-01-27 01:11:00;2;0.53000000000000003;(-73.986549999999994,40.720931999999998);;;(-73.978354999999993,40.720593000000001);CASH;4.5;0.5;;0;0;5
VTS;2009-01-21 18:56:00;2009-01-21 19:00:00;2;0.93999999999999995;(-73.974761999999998,40.764412999999998);;;(-73.977658000000005,40.771362000000003);CASH;4.5;1;;0;0;5.5
VTS;2009-01-21 21:00:00;2009-01-21 21:07:00;1;1.73;(-73.961957999999996,40.766222999999997);;;(-73.952539999999999,40.786568000000003);CASH;6.5;0.5;;0;0;7
VTS;2009-01-21 21:08:00;2009-01-21 21:43:00;2;8.6799999999999997;(-73.981409999999997,40.755701999999999);;;(-73.949718000000004,40.685566999999999);CASH;25.300000000000001;0.5;;0;0;25.800000000000001
VTS;2009-01-22 14:10:00;2009-01-22 14:08:00;5;1.8300000000000001;(-73.975757000000002,40.789565000000003);;;(-73.978234999999998,40.766551999999997);Credit;7.2999999999999998;0;;1.5;0;8.8000000000000007
VTS;2009-01-27 09:57:00;2009-01-27 10:13:00;1;3.52;(-73.937297000000001,40.804225000000002);;;(-73.921948,40.826681999999998);CASH;12.9;0;;0;0;12.9
VTS;2009-01-13 05:05:00;2009-01-13 05:07:00;1;0.65000000000000002;(-73.998604999999998,40.734986999999997);;;(-73.992796999999996,40.742755000000002);CASH;3.7000000000000002;0.5;;0;0;4.2000000000000002
VTS;2009-01-26 19:59:00;2009-01-26 20:07:00;1;1.5600000000000001;(-74.003429999999994,40.743566999999999);;;(-73.988327999999996,40.759304999999998);CASH;6.9000000000000004;1;;0;0;7.9000000000000004
VTS;2009-01-15 22:34:00;2009-01-15 22:40:00;1;0.129;(-73.980355000000003,40.759255000000003);;;(-73.977603000000002,40.751919999999998);CASH;6.0999999999999996;0.5;;0;0;6.5999999999999996
VTS;2009-01-21 14:34:00;2009-01-21 14:41:00;1;1.1100000000000001;(-73.987617999999998,40.73263);;;(-73.988399999999999,40.744325000000003);CASH;5.2999999999999998;0;;0;0;5.2999999999999998
VTS;2009-01-13 08:45:00;2009-01-13 09:15:00;1;18.149999999999999;(-73.981887999999998,40.770167999999998);;;(-74.177643000000003,40.695273);Credit;55.5;0;;10;8;73.5
VTS;2009-01-22 15:22:00;2009-01-22 15:51:00;3;4.04;(-73.993198000000007,40.740690000000001);;;(-73.953777000000002,40.769497000000001);CASH;16.5;0;;0;0;16.5
VTS;2009-01-13 08:54:00;2009-01-13 09:00:00;1;0.77000000000000002;(-73.991456999999997,40.749997999999998);;;(-73.986658000000006,40.742854999999999);CASH;4.9000000000000004;0;;0;0;4.9000000000000004
VTS;2009-01-15 23:03:00;2009-01-15 23:08:00;1;6.8999999999999992E-2;(-73.996758,40.723841999999998);;;(-74.004452000000001,40.717517000000001);CASH;4.5;0.5;;0;0;5
VTS;2009-01-13 07:51:00;2009-01-13 08:11:00;1;6.7599999999999998;(-73.961318000000006,40.771884999999997);;;(-74.006619999999998,40.706237999999999);CASH;18.5;0;;0;0;18.5
VTS;2009-01-15 21:07:00;2009-01-15 21:16:00;2;0.20599999999999999;(-73.98733,40.765318000000001);;;(-73.992980000000003,40.742795000000001);CASH;7.2999999999999998;0.5;;0;0;7.7999999999999998
VTS;2009-01-16 01:05:00;2009-01-16 01:10:00;1;1.4099999999999999;(-74.006491999999994,40.733232000000001);;;(-73.998217999999994,40.750112000000001);CASH;5.2999999999999998;0.5;;0;0;5.7999999999999998
VTS;2009-01-15 22:07:00;2009-01-15 22:16:00;5;0.27700000000000002;(-73.986113000000003,40.762422000000001);;;(-73.951667,40.774417);CASH;8.9000000000000004;0.5;;0;0;9.4000000000000004
VTS;2009-01-16 07:47:00;2009-01-16 07:52:00;1;0.98999999999999999;(-73.977355000000003,40.789957000000001);;;(-73.986144999999993,40.777287999999999);CASH;4.9000000000000004;0;;0;0;4.9000000000000004
VTS;2009-01-24 21:49:00;2009-01-24 22:00:00;1;1.8899999999999999;(-73.970127000000005,40.751493000000004);;;(-73.991847000000007,40.742828000000003);CASH;9.3000000000000007;0.5;;0;0;9.8000000000000007
VTS;2009-01-15 18:22:00;2009-01-15 18:42:00;1;0.28999999999999998;(-73.977542,40.752057000000001);;;(-73.986293000000003,40.720802999999997);Credit;10.9;1;;1.5;0;13.4
VTS;2009-01-16 08:15:00;2009-01-16 08:15:00;1;2.2400000000000002;(-73.976074999999994,40.775865000000003);;;(-73.980260000000001,40.751277000000002);CASH;7.7000000000000002;0;;0;0;7.7000000000000002
VTS;2009-01-16 02:31:00;2009-01-16 02:34:00;1;0.66000000000000003;(-73.972646999999995,40.785834999999999);;;(-73.981371999999993,40.784475);CASH;4.0999999999999996;0.5;;0;0;4.5999999999999996
VTS;2009-01-15 20:10:00;2009-01-15 20:11:00;4;0.222;(-73.946416999999997,40.773040000000002);;;(-73.970500000000001,40.755085000000001);CASH;7.7000000000000002;0.5;;0;0;8.1999999999999993
VTS;2009-01-13 05:51:00;2009-01-13 05:57:00;3;1.6100000000000001;(-73.978476999999998,40.736595000000001);;;(-73.981157999999994,40.753019999999999);CASH;6.5;0.5;;0;0;7
VTS;2009-01-13 09:53:00;2009-01-13 09:57:00;1;1.1799999999999999;(-73.975882999999996,40.791412000000001);;;(-73.978053000000003,40.778556999999999);CASH;4.9000000000000004;0;;0;0;4.9000000000000004
