-7399,4075,20,79.71367020276564
-7399,4075,19,78.6434835285059
-7399,4075,21,78.4217023976467
-7399,4075,6,75.79697092721727
-7399,4075,7,75.42876974541623
-7399,4075,14,75.37032040390551
-7398,4075,20,74.93284043407019
-7399,4074,21,74.35947316265157
-7399,4075,10,74.2483600743482
-7398,4075,19,73.85686816509238
-7399,4074,20,73.72602471531457
-7399,4075,12,73.65452069854257
-7399,4075,11,73.30604987821596
-7399,4075,25,73.11111984079189
-7399,4075,13,73.00579234720658
-7398,4075,21,72.94333759396797
-7399,4075,22,72.5208408309666
-7399,4074,19,71.74690627598835
-7400,4073,22,71.58045916640707
-7399,4074,14,71.5113287269553
-7399,4074,7,71.3652053731785
-7399,4075,24,71.33464556518051
-7398,4075,6,71.1517317629401
-7399,4075,5,71.12591910958257
-7399,4075,8,71.0250420734727
-7399,4075,23,70.93840650128422
-7399,4075,18,70.90576981313103
-7399,4074,22,70.82135946968026
-7399,4075,9,70.50389350309919
-7399,4074,6,70.19384496564385
-7398,4076,20,70.18642753651811
-7398,4075,14,70.11284663959091
-7398,4075,7,69.94343255835933
-7398,4076,19,69.72788206796574
-7399,4075,15,69.68634446486166
-7398,4075,12,69.16578928881822
-7399,4074,23,68.8949047771467
-7398,4075,25,68.78779710057123
-7400,4073,21,68.77993462569795
-7398,4075,13,68.65324493623055
-7400,4073,15,68.58515293685639
-7398,4075,11,68.2184352408805
-7400,4074,21,68.19840818224102
-7399,4074,8,68.1705186487283
-7399,4074,15,67.77116426459921
-7399,4074,10,67.76923573302652
-7400,4074,22,67.66331484511116
-7398,4076,21,67.61228293272616
-7399,4074,13,67.43752830252406
-7398,4075,10,67.38026574967346
