-7399,4075,19,80.33893518195147
-7399,4075,25,79.0362297377989
-7399,4075,26,78.14314004913908
-7399,4075,12,77.6300945467499
-7399,4075,6,77.51463808509806
-7399,4075,20,77.40880299525054
-7399,4075,13,77.39338050221126
-7399,4075,18,77.31598505549121
-7399,4075,24,76.9175470701829
-7398,4075,19,75.77741451137098
-7399,4075,27,75.29931722715337
-7398,4075,25,75.25163484041725
-7399,4074,19,75.06939473918248
-7399,4075,11,74.7923558275228
-7399,4074,6,74.4455619702818
-7399,4074,13,74.19696270174958
-7398,4075,26,74.16371237271994
-7399,4075,5,73.90987794600008
-7399,4074,20,73.7911671968262
-7398,4075,12,73.32835091488603
-7398,4075,18,73.03164478733223
-7399,4074,12,72.87982519989053
-7399,4074,26,72.79889248412478
-7398,4075,24,72.71258311940956
-7398,4075,6,72.58425099843134
-7398,4075,20,72.24170186404518
-7398,4075,13,72.0884673689852
-7399,4074,27,72.07884599718089
-7399,4075,14,71.97003960133497
-7399,4074,25,71.969190656764
-7398,4076,19,71.77393340544104
-7398,4076,25,71.69936777395756
-7398,4075,11,71.25975597695722
-7399,4074,18,71.15561877625164
-7399,4075,4,71.13807392178495
-7399,4075,21,71.11600136293974
-7399,4075,23,70.81292815110366
-7399,4075,17,70.6026728790269
-7398,4075,27,70.52103270945202
-7399,4074,14,70.16886220326153
-7398,4076,26,70.14042256013406
-7398,4075,5,70.04406735132902
-7399,4075,10,69.93540244624494
-7400,4073,14,69.62327382565185
-7398,4076,24,69.62016102889163
-7399,4074,24,69.56568708558775
-7399,4074,5,69.32869005952547
-7399,4074,11,69.32571875352707
-7398,4076,18,69.30010892563617
-7398,4076,12,69.25341697423285
