-7399,4075,24,80.08369360728611
-7399,4075,16,78.97219122477739
-7399,4075,10,78.49358590402942
-7399,4075,23,78.14054779804185
-7399,4075,17,77.43378766877498
-7399,4075,15,77.36211313660237
-7399,4075,25,77.19934082117223
-7399,4075,18,77.04846866661806
-7399,4075,11,77.01632455390707
-7399,4075,9,76.88350781585441
-7398,4075,24,73.94621983136115
-7399,4074,24,73.92406091110932
-7398,4075,16,73.39771816339906
-7399,4074,11,73.33958519360257
-7399,4075,19,73.215932947259
-7398,4075,10,73.21360762846714
-7399,4074,10,73.21182944350866
-7399,4074,25,73.06971143028856
-7399,4074,18,73.01445091311732
-7399,4075,8,72.99858403194933
-7399,4075,14,72.90447701260821
-7399,4075,12,72.76153829863804
-7398,4075,9,72.34298091610337
-7399,4075,22,72.27828234030635
-7399,4074,16,72.09813852566643
-7398,4075,23,72.05532530320455
-7398,4075,15,71.78941826018253
-7400,4073,12,71.67356267096461
-7399,4074,17,71.6444277943372
-7398,4075,17,71.62582524400233
-7399,4074,23,71.2245025772191
-7399,4074,9,70.92549393727766
-7400,4073,19,70.8873313523995
-7400,4073,11,70.86147927877236
-7398,4075,11,70.77270681430667
-7399,4075,2,70.70376795130096
-7399,4075,13,70.6811986806741
-7399,4074,15,70.67942049571562
-7398,4075,25,70.65028561908821
-7399,4074,19,70.4300642511533
-7399,4075,26,70.41884800756904
-7399,4075,3,70.21517743809383
-7398,4076,16,70.1725009990903
-7399,4074,12,70.14117758712938
-7399,4075,4,70.11450481275216
-7398,4075,18,69.80906735026853
-7400,4074,11,69.44276124882154
-7398,4076,10,69.43660599319603
-7398,4076,9,69.02748666928714
-7398,4076,15,68.97933889194982
