-7399,4075,24
-7399,4075,3
-7399,4075,23
-7399,4075,9
-7399,4075,10
-7399,4075,30
-7399,4075,2
-7399,4075,25
-7399,4075,17
-7399,4075,4
-7399,4075,8
-7399,4075,22
-7399,4075,16
-7399,4075,18
-7399,4075,11
-7399,4075,15
-7399,4074,24
-7399,4075,29
-7398,4075,3
-7399,4074,25
-7398,4075,24
-7399,4075,19
-7398,4075,9
-7398,4075,10
-7399,4074,3
-7398,4075,2
-7398,4075,23
-7399,4074,10
-7399,4074,4
-7398,4075,30
-7399,4074,23
-7399,4075,5
-7399,4075,7
-7399,4074,9
-7399,4074,11
-7398,4075,8
-7398,4075,17
-7399,4075,26
-7399,4074,18
-7399,4074,30
-7399,4074,17
-7399,4074,2
-7398,4075,16
-7398,4075,15
-7398,4075,4
-7399,4075,21
-7398,4075,25
-7399,4075,20
-7398,4075,22
-7399,4074,8
